,Year,Count
241,2021,1.0
242,2021,1.0
243,2021,1.0
244,2021,1.0
245,2021,1.0
246,2021,1.0
247,2021,1.0
248,2021,1.0
249,2021,1.0
250,2021,1.0
251,2021,1.0
252,2021,1.0
253,2021,1.0
254,2021,1.0
255,2021,1.0
256,2021,1.0
257,2021,1.0
258,2021,1.0
259,2021,1.0
260,2021,1.0
261,2021,1.0
262,2021,1.0
263,2021,1.0
264,2021,1.0
265,2021,1.0
266,2021,1.0
267,2021,1.0
268,2021,1.0
269,2021,1.0
270,2021,1.0
271,2021,1.0
272,2021,1.0
273,2021,1.0
274,2021,1.0
275,2021,1.0
276,2021,1.0
277,2021,1.0
278,2021,1.0
279,2021,1.0
280,2021,1.0
281,2021,1.0
282,2021,1.0
283,2021,1.0
284,2021,1.0
285,2021,1.0
286,2021,1.0
287,2021,1.0
288,2021,1.0
289,2021,1.0
290,2021,1.0
291,2021,1.0
292,2021,1.0
293,2021,1.0
294,2021,1.0
295,2021,1.0
296,2021,1.0
297,2021,1.0
298,2021,1.0
299,2021,1.0
300,2021,1.0
301,2021,1.0
302,2021,1.0
303,2021,1.0
304,2021,1.0
305,2021,1.0
306,2021,1.0
307,2021,1.0
308,2021,1.0
309,2021,1.0
310,2021,1.0
311,2021,1.0
312,2021,1.0
313,2021,1.0
314,2021,1.0
315,2021,1.0
316,2021,1.0
317,2021,1.0
318,2021,1.0
319,2021,1.0
320,2021,1.0
321,2021,1.0
322,2021,1.0
323,2021,1.0
324,2021,1.0
325,2021,1.0
326,2021,1.0
327,2021,1.0
328,2021,1.0
329,2021,1.0
330,2021,1.0
331,2021,1.0
332,2021,1.0
333,2021,1.0
334,2021,1.0
335,2021,1.0
336,2021,1.0
337,2021,1.0
338,2021,1.0
339,2021,1.0
340,2021,1.0
341,2021,1.0
342,2021,1.0
343,2021,1.0
344,2021,1.0
345,2021,1.0
346,2021,1.0
347,2021,1.0
348,2021,1.0
349,2021,1.0
350,2021,1.0
351,2021,1.0
352,2021,1.0
353,2021,1.0
354,2021,1.0
355,2021,1.0
356,2021,1.0
357,2021,1.0
358,2021,1.0
359,2021,1.0
360,2021,1.0
361,2021,1.0
362,2021,1.0
363,2021,1.0
364,2021,1.0
365,2021,1.0
366,2021,1.0
367,2021,1.0
368,2021,1.0
369,2021,1.0
370,2021,1.0
371,2021,1.0
372,2021,1.0
373,2021,1.0
374,2021,1.0
375,2021,1.0
376,2021,1.0
377,2021,1.0
378,2021,1.0
379,2021,1.0
380,2021,1.0
381,2021,1.0
382,2021,1.0
383,2021,1.0
384,2021,1.0
385,2021,1.0
386,2021,1.0
387,2021,1.0
388,2021,1.0
389,2021,1.0
390,2021,1.0
391,2021,1.0
392,2021,1.0
393,2021,1.0
394,2021,1.0
395,2021,1.0
396,2021,1.0
397,2021,1.0
398,2021,1.0
399,2021,1.0
400,2021,1.0
401,2021,1.0
402,2021,1.0
403,2021,1.0
404,2021,1.0
405,2021,1.0
406,2021,1.0
407,2021,1.0
408,2021,1.0
409,2021,1.0
410,2021,1.0
411,2021,1.0
412,2021,1.0
413,2021,1.0
414,2021,1.0
415,2021,1.0
416,2021,1.0
417,2021,1.0
418,2021,1.0
419,2021,1.0
420,2021,1.0
421,2021,1.0
422,2021,1.0
423,2021,1.0
424,2021,1.0
425,2021,1.0
426,2021,1.0
427,2021,1.0
428,2021,1.0
429,2021,1.0
430,2021,1.0
431,2021,1.0
432,2021,1.0
433,2021,1.0
434,2021,1.0
435,2021,1.0
436,2021,1.0
437,2021,1.0
438,2021,1.0
439,2021,1.0
440,2021,1.0
441,2021,1.0
442,2021,1.0
443,2021,1.0
444,2021,1.0
445,2021,1.0
446,2021,1.0
447,2021,1.0
448,2021,1.0
449,2021,1.0
450,2021,1.0
451,2021,1.0
452,2021,1.0
453,2022,1.0
454,2022,1.0
455,2022,1.0
456,2022,1.0
457,2022,1.0
458,2022,1.0
459,2022,1.0
460,2022,1.0
461,2022,1.0
462,2022,1.0
463,2022,1.0
464,2022,1.0
465,2022,1.0
466,2022,1.0
467,2022,1.0
468,2022,1.0
469,2022,1.0
470,2022,1.0
471,2022,1.0
472,2022,1.0
473,2022,1.0
474,2022,1.0
475,2022,1.0
476,2022,1.0
477,2022,1.0
478,2022,1.0
479,2022,1.0
480,2022,1.0
481,2022,1.0
482,2022,1.0
483,2022,1.0
484,2022,1.0
485,2022,1.0
486,2022,1.0
487,2022,1.0
488,2022,1.0
489,2022,1.0
490,2022,1.0
491,2022,1.0
492,2022,1.0
493,2022,1.0
494,2022,1.0
495,2022,1.0
496,2022,1.0
497,2022,1.0
498,2022,1.0
499,2022,1.0
500,2022,1.0
501,2022,1.0
502,2022,1.0
503,2022,1.0
504,2022,1.0
505,2022,1.0
506,2022,1.0
507,2022,1.0
508,2022,1.0
509,2022,1.0
510,2022,1.0
511,2022,1.0
512,2022,1.0
513,2022,1.0
514,2022,1.0
515,2022,1.0
516,2022,1.0
517,2022,1.0
518,2022,1.0
519,2022,1.0
520,2022,1.0
521,2022,1.0
522,2022,1.0
523,2022,1.0
524,2022,1.0
525,2022,1.0
526,2022,1.0
527,2022,1.0
528,2022,1.0
529,2022,1.0
530,2022,1.0
531,2022,1.0
532,2022,1.0
533,2022,1.0
534,2022,1.0
535,2022,1.0
536,2022,1.0
537,2022,1.0
538,2022,1.0
539,2022,1.0
540,2022,1.0
541,2022,1.0
542,2022,1.0
543,2022,1.0
544,2022,1.0
545,2022,1.0
546,2022,1.0
547,2022,1.0
548,2022,1.0
549,2022,1.0
550,2022,1.0
551,2022,1.0
552,2022,1.0
553,2022,1.0
554,2022,1.0
555,2022,1.0
556,2022,1.0
557,2022,1.0
558,2022,1.0
559,2022,1.0
560,2022,1.0
561,2022,1.0
562,2022,1.0
563,2022,1.0
564,2022,1.0
565,2022,1.0
566,2022,1.0
567,2022,1.0
568,2022,1.0
569,2022,1.0
570,2022,1.0
571,2022,1.0
572,2022,1.0
573,2022,1.0
574,2022,1.0
575,2022,1.0
576,2022,1.0
577,2022,1.0
578,2022,1.0
579,2022,1.0
580,2022,1.0
581,2022,1.0
582,2022,1.0
583,2022,1.0
584,2022,1.0
585,2022,1.0
586,2022,1.0
587,2022,1.0
588,2022,1.0
589,2022,1.0
590,2022,1.0
591,2022,1.0
592,2022,1.0
593,2022,1.0
594,2022,1.0
595,2022,1.0
596,2022,1.0
597,2022,1.0
598,2022,1.0
599,2022,1.0
600,2022,1.0
601,2022,1.0
602,2022,1.0
603,2022,1.0
604,2022,1.0
605,2022,1.0
606,2022,1.0
607,2022,1.0
608,2022,1.0
609,2022,1.0
610,2022,1.0
611,2022,1.0
612,2022,1.0
613,2022,1.0
614,2022,1.0
615,2022,1.0
616,2022,1.0
617,2022,1.0
618,2022,1.0
619,2022,1.0
620,2022,1.0
621,2022,1.0
622,2022,1.0
623,2022,1.0
624,2022,1.0
625,2022,1.0
626,2022,1.0
627,2022,1.0
628,2022,1.0
629,2022,1.0
630,2022,1.0
631,2022,1.0
632,2022,1.0
633,2022,1.0
634,2022,1.0
635,2022,1.0
636,2022,1.0
637,2022,1.0
638,2022,1.0
639,2022,1.0
640,2022,1.0
641,2022,1.0
642,2022,1.0
643,2022,1.0
644,2022,1.0
645,2022,1.0
646,2022,1.0
647,2022,1.0
648,2022,1.0
649,2022,1.0
650,2022,1.0
651,2022,1.0
652,2022,1.0
653,2022,1.0
654,2022,1.0
655,2022,1.0
656,2022,1.0
657,2022,1.0
658,2022,1.0
659,2022,1.0
660,2022,1.0
661,2022,1.0
662,2022,1.0
663,2022,1.0
664,2022,1.0
665,2022,1.0
666,2022,1.0
667,2022,1.0
668,2022,1.0
669,2022,1.0
670,2022,1.0
671,2022,1.0
672,2022,1.0
673,2022,1.0
674,2022,1.0
675,2022,1.0
676,2022,1.0
677,2022,1.0
678,2022,1.0
679,2022,1.0
680,2022,1.0
681,2022,1.0
682,2022,1.0
683,2022,1.0
684,2022,1.0
685,2022,1.0
686,2022,1.0
687,2022,1.0
688,2022,1.0
689,2022,1.0
690,2022,1.0
691,2022,1.0
692,2022,1.0
693,2022,1.0
694,2022,1.0
695,2022,1.0
696,2022,1.0
697,2022,1.0
698,2022,1.0
699,2022,1.0
700,2022,1.0
701,2022,1.0
702,2022,1.0
703,2022,1.0
704,2022,1.0
705,2022,1.0
706,2022,1.0
707,2022,1.0
708,2022,1.0
709,2022,1.0
710,2022,1.0
711,2022,1.0
712,2022,1.0
713,2022,1.0
714,2022,1.0
715,2022,1.0
716,2022,1.0
717,2022,1.0
718,2022,1.0
719,2022,1.0
720,2022,1.0
721,2022,1.0
722,2022,1.0
723,2022,1.0
724,2022,1.0
725,2022,1.0
726,2022,1.0
727,2022,1.0
728,2022,1.0
729,2022,1.0
730,2022,1.0
731,2022,1.0
732,2022,1.0
733,2022,1.0
734,2022,1.0
735,2022,1.0
736,2022,1.0
737,2022,1.0
738,2022,1.0
739,2022,1.0
740,2022,1.0
741,2022,1.0
742,2022,1.0
743,2022,1.0
744,2022,1.0
745,2022,1.0
746,2022,1.0
747,2022,1.0
748,2022,1.0
749,2022,1.0
750,2022,1.0
751,2022,1.0
752,2022,1.0
753,2022,1.0
754,2022,1.0
755,2022,1.0
756,2022,1.0
757,2022,1.0
758,2022,1.0
759,2022,1.0
760,2022,1.0
761,2022,1.0
762,2022,1.0
763,2022,1.0
764,2022,1.0
765,2022,1.0
766,2022,1.0
767,2022,1.0
768,2022,1.0
769,2022,1.0
770,2022,1.0
771,2022,1.0
772,2022,1.0
773,2022,1.0
774,2022,1.0
775,2022,1.0
776,2022,1.0
777,2022,1.0
778,2022,1.0
779,2022,1.0
780,2022,1.0
781,2022,1.0
782,2022,1.0
783,2023,1.0
784,2023,1.0
785,2023,1.0
786,2023,1.0
787,2023,1.0
788,2023,1.0
789,2023,1.0
790,2023,1.0
791,2023,1.0
792,2023,1.0
793,2023,1.0
794,2023,1.0
795,2023,1.0
796,2023,1.0
797,2023,1.0
798,2023,1.0
799,2023,1.0
800,2023,1.0
801,2023,1.0
802,2023,1.0
803,2023,1.0
804,2023,1.0
805,2023,1.0
806,2023,1.0
807,2023,1.0
808,2023,1.0
809,2023,1.0
810,2023,1.0
811,2023,1.0
812,2023,1.0
813,2023,1.0
814,2023,1.0
815,2023,1.0
816,2023,1.0
817,2023,1.0
818,2023,1.0
819,2023,1.0
820,2023,1.0
821,2023,1.0
822,2023,1.0
823,2023,1.0
824,2023,1.0
825,2023,1.0
826,2023,1.0
827,2023,1.0
828,2023,1.0
829,2023,1.0
830,2023,1.0
831,2023,1.0
832,2023,1.0
833,2023,1.0
834,2023,1.0
835,2023,1.0
836,2023,1.0
837,2023,1.0
838,2023,1.0
839,2023,1.0
840,2023,1.0
841,2023,1.0
842,2023,1.0
843,2023,1.0
844,2023,1.0
845,2023,1.0
846,2023,1.0
847,2023,1.0
848,2023,1.0
849,2023,1.0
850,2023,1.0
851,2023,1.0
852,2023,1.0
853,2023,1.0
854,2023,1.0
855,2023,1.0
856,2023,1.0
857,2023,1.0
858,2023,1.0
859,2023,1.0
860,2023,1.0
861,2023,1.0
862,2023,1.0
863,2023,1.0
864,2023,1.0
865,2023,1.0
866,2023,1.0
867,2023,1.0
868,2023,1.0
869,2023,1.0
870,2023,1.0
871,2023,1.0
872,2023,1.0
873,2023,1.0
874,2023,1.0
875,2023,1.0
876,2023,1.0
877,2023,1.0
878,2023,1.0
879,2023,1.0
880,2023,1.0
881,2023,1.0
882,2023,1.0
883,2023,1.0
884,2023,1.0
885,2023,1.0
886,2023,1.0
887,2023,1.0
888,2023,1.0
889,2023,1.0
890,2023,1.0
891,2023,1.0
892,2023,1.0
893,2023,1.0
894,2023,1.0
895,2023,1.0
896,2023,1.0
897,2023,1.0
898,2023,1.0
899,2023,1.0
900,2023,1.0
901,2023,1.0
902,2023,1.0
903,2023,1.0
904,2023,1.0
905,2023,1.0
906,2023,1.0
907,2023,1.0
908,2023,1.0
909,2023,1.0
910,2023,1.0
911,2023,1.0
912,2023,1.0
913,2023,1.0
914,2023,1.0
915,2023,1.0
916,2023,1.0
917,2023,1.0
918,2023,1.0
919,2023,1.0
920,2023,1.0
921,2023,1.0
922,2023,1.0
923,2023,1.0
924,2023,1.0
925,2023,1.0
926,2023,1.0
927,2023,1.0
928,2023,1.0
929,2023,1.0
930,2023,1.0
931,2023,1.0
932,2023,1.0
933,2023,1.0
934,2023,1.0
935,2023,1.0
936,2023,1.0
937,2023,1.0
938,2023,1.0
939,2023,1.0
940,2023,1.0
941,2023,1.0
942,2023,1.0
943,2023,1.0
944,2023,1.0
945,2023,1.0
946,2023,1.0
947,2023,1.0
948,2023,1.0
949,2023,1.0
950,2023,1.0
951,2023,1.0
952,2023,1.0
953,2023,1.0
954,2023,1.0
955,2023,1.0
956,2023,1.0
957,2023,1.0
958,2023,1.0
959,2023,1.0
960,2023,1.0
961,2023,1.0
962,2023,1.0
963,2023,1.0
964,2023,1.0
965,2023,1.0
966,2023,1.0
967,2023,1.0
968,2023,1.0
969,2023,1.0
970,2023,1.0
971,2023,1.0
972,2023,1.0
973,2023,1.0
974,2023,1.0
975,2023,1.0
976,2023,1.0
977,2023,1.0
978,2023,1.0
979,2023,1.0
980,2023,1.0
981,2023,1.0
982,2023,1.0
983,2023,1.0
984,2023,1.0
985,2023,1.0
986,2023,1.0
987,2023,1.0
988,2023,1.0
989,2023,1.0
990,2023,1.0
991,2023,1.0
992,2023,1.0
993,2023,1.0
994,2023,1.0
995,2023,1.0
996,2023,1.0
997,2023,1.0
998,2023,1.0
999,2023,1.0
1000,2023,1.0
1001,2023,1.0
1002,2023,1.0
1003,2023,1.0
1004,2023,1.0
1005,2023,1.0
1006,2023,1.0
1007,2023,1.0
1008,2023,1.0
1009,2023,1.0
1010,2023,1.0
1011,2023,1.0
1012,2023,1.0
1013,2023,1.0
1014,2023,1.0
1015,2023,1.0
1016,2023,1.0
1017,2023,1.0
1018,2023,1.0
1019,2023,1.0
1020,2023,1.0
1021,2023,1.0
1022,2023,1.0
1023,2023,1.0
1024,2023,1.0
1025,2023,1.0
1026,2023,1.0
1027,2023,1.0
1028,2023,1.0
1029,2023,1.0
1030,2023,1.0
1031,2023,1.0
1032,2023,1.0
1033,2023,1.0
1034,2023,1.0
1035,2023,1.0
1036,2023,1.0
1037,2023,1.0
1038,2023,1.0
1039,2023,1.0
1040,2023,1.0
1041,2023,1.0
1042,2023,1.0
1043,2023,1.0
1044,2023,1.0
1045,2023,1.0
1046,2023,1.0
1047,2023,1.0
1048,2023,1.0
1049,2023,1.0
1050,2023,1.0
1051,2023,1.0
1052,2023,1.0
1053,2023,1.0
1054,2023,1.0
1055,2023,1.0
1056,2023,1.0
1057,2023,1.0
1058,2023,1.0
1059,2023,1.0
1060,2023,1.0
1061,2023,1.0
1062,2023,1.0
1063,2023,1.0
1064,2023,1.0
1065,2023,1.0
1066,2023,1.0
1067,2023,1.0
1068,2023,1.0
1069,2023,1.0
1070,2023,1.0
1071,2023,1.0
1072,2023,1.0
1073,2023,1.0
1074,2023,1.0
1075,2023,1.0
1076,2023,1.0
1077,2023,1.0
1078,2023,1.0
1079,2023,1.0
1080,2023,1.0
1081,2023,1.0
1082,2023,1.0
1083,2023,1.0
1084,2023,1.0
1085,2023,1.0
1086,2023,1.0
1087,2023,1.0
1088,2023,1.0
1089,2023,1.0
1090,2023,1.0
1091,2023,1.0
1092,2023,1.0
1093,2023,1.0
1094,2023,1.0
1095,2023,1.0
1096,2023,1.0
1097,2023,1.0
1098,2023,1.0
1099,2023,1.0
1100,2023,1.0
1101,2023,1.0
1102,2023,1.0
1103,2023,1.0
1104,2023,1.0
1105,2023,1.0
1106,2023,1.0
1107,2023,1.0
1108,2023,1.0
1109,2023,1.0
1110,2023,1.0
1111,2023,1.0
1112,2023,1.0
1113,2023,1.0
1114,2023,1.0
1115,2023,1.0
1116,2023,1.0
1117,2023,1.0
1118,2023,1.0
1119,2023,1.0
1120,2023,1.0
1121,2023,1.0
1122,2023,1.0
1123,2023,1.0
1124,2023,1.0
1125,2023,1.0
1126,2023,1.0
1127,2023,1.0
1128,2023,1.0
1129,2023,1.0
1130,2023,1.0
1131,2023,1.0
1132,2023,1.0
1133,2023,1.0
1134,2023,1.0
1135,2023,1.0
1136,2023,1.0
1137,2023,1.0
1138,2023,1.0
1139,2023,1.0
1140,2023,1.0
1141,2023,1.0
1142,2023,1.0
1143,2023,1.0
1144,2023,1.0
1145,2023,1.0
1146,2023,1.0
1147,2023,1.0
1148,2023,1.0
1149,2023,1.0
1150,2023,1.0
1151,2023,1.0
1152,2023,1.0
1153,2023,1.0
1154,2023,1.0
1155,2023,1.0
1156,2023,1.0
1157,2023,1.0
1158,2023,1.0
1159,2023,1.0
1160,2023,1.0
1161,2023,1.0
1162,2023,1.0
1163,2023,1.0
1164,2023,1.0
1165,2023,1.0
1166,2023,1.0
1167,2023,1.0
1168,2023,1.0
1169,2023,1.0
1170,2023,1.0
1171,2023,1.0
1172,2023,1.0
1173,2023,1.0
1174,2023,1.0
1175,2023,1.0
1176,2023,1.0
1177,2023,1.0
1178,2023,1.0
1179,2023,1.0
1180,2023,1.0
1181,2023,1.0
1182,2023,1.0
1183,2023,1.0
1184,2023,1.0
1185,2023,1.0
1186,2023,1.0
1187,2023,1.0
1188,2023,1.0
1189,2023,1.0
1190,2023,1.0
1191,2023,1.0
1192,2023,1.0
1193,2023,1.0
1194,2023,1.0
1195,2023,1.0
1196,2023,1.0
1197,2023,1.0
1198,2023,1.0
1199,2023,1.0
1200,2023,1.0
1201,2023,1.0
1202,2023,1.0
1203,2023,1.0
1204,2023,1.0
1205,2023,1.0
1206,2023,1.0
1207,2023,1.0
1208,2023,1.0
1209,2023,1.0
1210,2023,1.0
1211,2024,1.0
1212,2024,1.0
1213,2024,1.0
1214,2024,1.0
1215,2024,1.0
1216,2024,1.0
1217,2024,1.0
1218,2024,1.0
1219,2024,1.0
1220,2024,1.0
1221,2024,1.0
1222,2024,1.0
1223,2024,1.0
1224,2024,1.0
1225,2024,1.0
1226,2024,1.0
1227,2024,1.0
1228,2024,1.0
1229,2024,1.0
1230,2024,1.0
1231,2024,1.0
1232,2024,1.0
1233,2024,1.0
1234,2024,1.0
1235,2024,1.0
1236,2024,1.0
1237,2024,1.0
1238,2024,1.0
1239,2024,1.0
1240,2024,1.0
1241,2024,1.0
1242,2024,1.0
1243,2024,1.0
1244,2024,1.0
1245,2024,1.0
1246,2024,1.0
1247,2024,1.0
1248,2024,1.0
1249,2024,1.0
1250,2024,1.0
1251,2024,1.0
1252,2024,1.0
1253,2024,1.0
1254,2024,1.0
1255,2024,1.0
1256,2024,1.0
1257,2024,1.0
1258,2024,1.0
1259,2024,1.0
1260,2024,1.0
1261,2024,1.0
1262,2024,1.0
1263,2024,1.0
1264,2024,1.0
1265,2024,1.0
1266,2024,1.0
1267,2024,1.0
1268,2024,1.0
1269,2024,1.0
1270,2024,1.0
1271,2024,1.0
1272,2024,1.0
1273,2024,1.0
1274,2024,1.0
1275,2024,1.0
1276,2024,1.0
1277,2024,1.0
1278,2024,1.0
1279,2024,1.0
1280,2024,1.0
1281,2024,1.0
1282,2024,1.0
1283,2024,1.0
1284,2024,1.0
1285,2024,1.0
1286,2024,1.0
1287,2024,1.0
1288,2024,1.0
1289,2024,1.0
1290,2024,1.0
1291,2024,1.0
1292,2024,1.0
1293,2024,1.0
1294,2024,1.0
1295,2024,1.0
1296,2024,1.0
1297,2024,1.0
1298,2024,1.0
1299,2024,1.0
1300,2024,1.0
1301,2024,1.0
1302,2024,1.0
1303,2024,1.0
1304,2024,1.0
1305,2024,1.0
1306,2024,1.0
1307,2024,1.0
1308,2024,1.0
1309,2024,1.0
1310,2024,1.0
1311,2024,1.0
1312,2024,1.0
1313,2024,1.0
1314,2024,1.0
1315,2024,1.0
1316,2024,1.0
1317,2024,1.0
1318,2024,1.0
1319,2024,1.0
1320,2024,1.0
